gene_callers_id	source	accession	function	e_value
36342	KOfam	K08234	glyoxylase I family protein	2.6e-32
35994	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	4.3e-50
32667	KOfam	K03413	two-component system, chemotaxis family, chemotaxis protein CheY	1.1e-46
38073	KOfam	K16787	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	5.7e-122
34193	KOfam	K16787	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	2.4e-118
33467	KOfam	K16787	energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]	3.1e-114
33558	KOfam	K02902	large subunit ribosomal protein L28	1.1e-31
35856	KOfam	K02902	large subunit ribosomal protein L28	2.9e-18
37728	KOfam	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	1.7e-65
36776	KOfam	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	2e-18
35304	KOfam	K00873	pyruvate kinase [EC:2.7.1.40]	7.1e-183
32294	KOfam	K00873	pyruvate kinase [EC:2.7.1.40]	4e-181
32160	KOfam	K00873	pyruvate kinase [EC:2.7.1.40]	7.2e-181
32747	KOfam	K02916	large subunit ribosomal protein L35	2e-21
35830	KOfam	K02916	large subunit ribosomal protein L35	7.4e-21
35938	KOfam	K02916	large subunit ribosomal protein L35	1.4e-18
36561	KOfam	K01990	ABC-2 type transport system ATP-binding protein	2.5e-170
32014	KOfam	K01990	ABC-2 type transport system ATP-binding protein	2e-159
33966	KOfam	K01990	ABC-2 type transport system ATP-binding protein	4.3e-93
36811	KOfam	K01990	ABC-2 type transport system ATP-binding protein	1.3e-92
33034	KOfam	K01990	ABC-2 type transport system ATP-binding protein	2.6e-85
37059	KOfam	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	1.1e-57
32148	KOfam	K00330	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	2e-54
37311	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	9.2e-148
32724	KOfam	K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	5.3e-122
35044	KOfam	K02533	tRNA/rRNA methyltransferase [EC:2.1.1.-]	1.1e-56
32694	KOfam	K00324	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	7.2e-204
36693	KOfam	K00324	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	1.6e-158
37814	KOfam	K00324	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	2e-125
37945	KOfam	K08988	putative membrane protein	5.5e-56
34459	KOfam	K01012	biotin synthase [EC:2.8.1.6]	2.1e-159
35244	KOfam	K01012	biotin synthase [EC:2.8.1.6]	6.1e-155
34660	KOfam	K01012	biotin synthase [EC:2.8.1.6]	1.5e-78
32226	KOfam	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	0
32235	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	5.3e-96
37557	KOfam	K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	1.8e-88
36273	KOfam	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	9e-162
34933	KOfam	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	7.8e-124
33750	KOfam	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	4e-53
35215	KOfam	K03188	urease accessory protein	2.8e-64
34431	KOfam	K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	3.3e-236
35796	KOfam	K06972	presequence protease [EC:3.4.24.-]	3.8e-286
33741	KOfam	K06972	presequence protease [EC:3.4.24.-]	1.8e-125
35162	KOfam	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]	1.4e-48
33217	KOfam	K03808	paraquat-inducible protein A	1.3e-119
36185	KOfam	K06958	RNase adapter protein RapZ	2.4e-118
33729	KOfam	K03820	apolipoprotein N-acyltransferase [EC:2.3.1.269]	4.1e-134
34837	KOfam	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	1.9e-221
35986	KOfam	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	6.6e-221
34393	KOfam	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	1.1e-220
35733	KOfam	K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	1.5e-38
34518	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	2.8e-206
33958	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	1.3e-203
38125	KOfam	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13]	5.7e-177
32934	KOfam	K20035	3-(methylthio)propanoyl-CoA dehydrogenase [EC:1.3.8.-]	8.3e-268
37626	KOfam	K07461	putative endonuclease	2e-39
33770	KOfam	K07461	putative endonuclease	1.8e-37
33219	KOfam	K03607	ProP effector	2.4e-59
37909	KOfam	K03607	ProP effector	3.1e-36
37847	KOfam	K03607	ProP effector	5.6e-18
37554	KOfam	K02519	translation initiation factor IF-2	8.9e-301
32163	KOfam	K01776	glutamate racemase [EC:5.1.1.3]	2.4e-99
35849	KOfam	K01776	glutamate racemase [EC:5.1.1.3]	1.9e-86
32749	KOfam	K01776	glutamate racemase [EC:5.1.1.3]	3.8e-49
32449	KOfam	K19139	CRISPR-associated protein Csm4	1.2e-54
33832	KOfam	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]	1e-49
32987	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	3.1e-180
36724	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	1.6e-178
33697	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	2e-175
32861	KOfam	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	1.7e-174
33057	KOfam	K18555	fluoroquinolone resistance protein	5.9e-38
32338	KOfam	K14347	solute carrier family 10 (sodium/bile acid cotransporter), member 7	2e-59
32146	KOfam	K00332	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	2.2e-64
32014	KOfam	K01992	ABC-2 type transport system permease protein	3.1e-07
36561	KOfam	K01992	ABC-2 type transport system permease protein	1.8e-06
32013	KOfam	K01992	ABC-2 type transport system permease protein	3.9e-06
36560	KOfam	K01992	ABC-2 type transport system permease protein	4.9e-06
34122	KOfam	K02257	heme o synthase [EC:2.5.1.141]	2.5e-86
34957	KOfam	K03149	thiazole synthase [EC:2.8.1.10]	7.1e-124
36491	KOfam	K02914	large subunit ribosomal protein L34	2.8e-22
34593	KOfam	K02914	large subunit ribosomal protein L34	1.3e-21
33853	KOfam	K02914	large subunit ribosomal protein L34	3.9e-21
32490	KOfam	K16961	putative S-methylcysteine transport system substrate-binding protein	1.4e-76
33946	KOfam	K00865	glycerate 2-kinase [EC:2.7.1.165]	2.9e-162
34194	KOfam	K16785	energy-coupling factor transport system permease protein	6.4e-70
33468	KOfam	K16785	energy-coupling factor transport system permease protein	1.4e-69
38074	KOfam	K16785	energy-coupling factor transport system permease protein	7.4e-68
33569	KOfam	K16785	energy-coupling factor transport system permease protein	1.1e-40
32081	KOfam	K05921	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]	1.1e-99
37547	KOfam	K00859	dephospho-CoA kinase [EC:2.7.1.24]	9.8e-77
35041	KOfam	K00859	dephospho-CoA kinase [EC:2.7.1.24]	3.7e-67
32001	KOfam	K05712	3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]	2.1e-143
34856	KOfam	K09896	uncharacterized protein	6.7e-50
34551	KOfam	K07663	two-component system, OmpR family, catabolic regulation response regulator CreB	4.2e-104
37443	KOfam	K03411	chemotaxis protein CheD [EC:3.5.1.44]	3.4e-75
38018	KOfam	K03411	chemotaxis protein CheD [EC:3.5.1.44]	3.8e-73
35782	KOfam	K22391	GTP cyclohydrolase I [EC:3.5.4.16]	3.3e-61
37101	KOfam	K22391	GTP cyclohydrolase I [EC:3.5.4.16]	1.3e-51
32231	KOfam	K22391	GTP cyclohydrolase I [EC:3.5.4.16]	1.3e-50
37300	KOfam	K07139	uncharacterized protein	2.6e-104
34990	KOfam	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	1.4e-89
36930	KOfam	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	9.1e-82
38055	KOfam	K02874	large subunit ribosomal protein L14	1.1e-59
33096	KOfam	K24119	NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]	1.9e-107
32244	KOfam	K24119	NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]	1.7e-101
32402	KOfam	K02860	16S rRNA processing protein RimM	7.9e-60
32873	KOfam	K02860	16S rRNA processing protein RimM	9.2e-50
32516	KOfam	K02860	16S rRNA processing protein RimM	4e-31
38065	KOfam	K00939	adenylate kinase [EC:2.7.4.3]	1.6e-76
38251	KOfam	K22226	Fe-coproporphyrin III synthase	1.8e-149
36588	KOfam	K21908	membrane protein HdeD	5e-10
33391	KOfam	K02109	F-type H+-transporting ATPase subunit b	6.8e-37
37456	KOfam	K02109	F-type H+-transporting ATPase subunit b	3.4e-36
34097	KOfam	K02109	F-type H+-transporting ATPase subunit b	4.1e-32
37115	KOfam	K03217	YidC/Oxa1 family membrane protein insertase	3.9e-92
36488	KOfam	K03217	YidC/Oxa1 family membrane protein insertase	1.2e-86
33109	KOfam	K03571	rod shape-determining protein MreD	1e-27
34567	KOfam	K03571	rod shape-determining protein MreD	8.4e-26
37049	KOfam	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	1.5e-88
32442	KOfam	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	8.8e-75
33344	KOfam	K03565	regulatory protein	7.9e-41
32887	KOfam	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	5.7e-191
37786	KOfam	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	1.8e-105
35281	KOfam	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	1.5e-65
34924	KOfam	K07065	uncharacterized protein	4.7e-31
36573	KOfam	K01414	oligopeptidase A [EC:3.4.24.70]	0
35879	KOfam	K01414	oligopeptidase A [EC:3.4.24.70]	5.5e-276
34405	KOfam	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	6.3e-180
36117	KOfam	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	6.8e-101
34822	KOfam	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	3e-100
35438	KOfam	K02653	type IV pilus assembly protein PilC	1.4e-163
35790	KOfam	K03559	biopolymer transport protein ExbD	8.3e-34
33944	KOfam	K19267	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	2.5e-74
37278	KOfam	K01428	urease subunit alpha [EC:3.5.1.5]	0
33361	KOfam	K05896	segregation and condensation protein A	3.1e-43
34236	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	1.2e-49
37218	KOfam	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	8.8e-40
35307	KOfam	K02492	glutamyl-tRNA reductase [EC:1.2.1.70]	8.9e-50
33216	KOfam	K06192	paraquat-inducible protein B	5.4e-201
37914	KOfam	K06186	outer membrane protein assembly factor BamE	1.6e-40
35496	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	1.3e-262
32413	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	2.1e-252
35917	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	2.9e-230
34606	KOfam	K03798	cell division protease FtsH [EC:3.4.24.-]	1.2e-229
36202	KOfam	K07273	lysozyme	4.5e-27
38272	KOfam	K06179	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	2.3e-130
32974	KOfam	K06179	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	4.2e-128
35050	KOfam	K07501	3'-5' exonuclease	1.1e-101
33292	KOfam	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	0
32191	KOfam	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	0
37436	KOfam	K04752	nitrogen regulatory protein P-II 2	2.4e-60
32672	KOfam	K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	3.6e-217
36826	KOfam	K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter	2.8e-214
36569	KOfam	K06144	universal stress protein B	1.1e-61
37645	KOfam	K14540	ribosome biogenesis GTPase A	8.9e-126
35451	KOfam	K02444	DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor	6.6e-126
33924	KOfam	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1.3e-69
36249	KOfam	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1.4e-64
32346	KOfam	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	1.8e-09
33749	KOfam	K18346	vancomycin resistance protein VanW	1.9e-67
36600	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	4e-120
37432	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	1.4e-116
36893	KOfam	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	6.2e-116
36517	KOfam	K01617	2-oxo-3-hexenedioate decarboxylase [EC:4.1.1.77]	2.6e-99
36689	KOfam	K18434	type IV secretion system T-DNA border endonuclease VirD2	1.5e-58
38108	KOfam	K06187	recombination protein RecR	8.9e-95
35772	KOfam	K00290	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	2.9e-75
35819	KOfam	K03799	heat shock protein HtpX [EC:3.4.24.-]	1.3e-91
33861	KOfam	K06193	protein PhnA	3.6e-62
37840	KOfam	K13993	HSP20 family protein	5.6e-45
37607	KOfam	K03558	membrane protein required for colicin V production	3e-37
35253	KOfam	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	3.8e-68
37642	KOfam	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	1.5e-47
37278	KOfam	K01429	urease subunit beta [EC:3.5.1.5]	1.2e-51
34317	KOfam	K07058	membrane protein	7.8e-53
36529	KOfam	K07058	membrane protein	5.7e-46
35437	KOfam	K02652	type IV pilus assembly protein PilB	1.2e-218
37687	KOfam	K13777	geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]	6.1e-273
35922	KOfam	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	2.7e-71
36020	KOfam	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	2.8e-59
35078	KOfam	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	5.8e-47
33769	KOfam	K15460	tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	1.5e-62
37327	KOfam	K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	8.6e-77
35242	KOfam	K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	5.1e-60
34048	KOfam	K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	4.9e-38
33393	KOfam	K02108	F-type H+-transporting ATPase subunit a	6.7e-62
34099	KOfam	K02108	F-type H+-transporting ATPase subunit a	5.3e-60
37458	KOfam	K02108	F-type H+-transporting ATPase subunit a	1.8e-58
37910	KOfam	K02108	F-type H+-transporting ATPase subunit a	1.8e-50
34568	KOfam	K03570	rod shape-determining protein MreC	4.7e-82
33108	KOfam	K03570	rod shape-determining protein MreC	1.2e-73
32562	KOfam	K03570	rod shape-determining protein MreC	9.6e-40
32756	KOfam	K13788	phosphate acetyltransferase [EC:2.3.1.8]	9.1e-263
36455	KOfam	K02040	phosphate transport system substrate-binding protein	5.2e-65
37204	KOfam	K22390	acid phosphatase type 7	7.6e-46
36056	KOfam	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	1.2e-132
35799	KOfam	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	9.6e-125
33282	KOfam	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	4.3e-123
36027	KOfam	K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	4.1e-200
32999	KOfam	K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	2.9e-80
35950	KOfam	K07104	catechol 2,3-dioxygenase [EC:1.13.11.2]	5.5e-72
34000	KOfam	K07689	two-component system, NarL family, invasion response regulator UvrY	1.5e-87
32809	KOfam	K00858	NAD+ kinase [EC:2.7.1.23]	3.6e-78
32753	KOfam	K11941	glucans biosynthesis protein C [EC:2.1.-.-]	1.3e-88
37344	KOfam	K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	1.9e-159
36278	KOfam	K00864	glycerol kinase [EC:2.7.1.30]	5.8e-237
32145	KOfam	K00333	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	1.1e-174
37544	KOfam	K02242	competence protein ComFC	1.2e-46
34047	KOfam	K02242	competence protein ComFC	6.1e-43
35243	KOfam	K02242	competence protein ComFC	2.5e-34
35404	KOfam	K02242	competence protein ComFC	3.1e-30
37413	KOfam	K06024	segregation and condensation protein B	2.5e-87
36892	KOfam	K06024	segregation and condensation protein B	2.9e-81
37431	KOfam	K06024	segregation and condensation protein B	2.9e-77
36562	KOfam	K01993	HlyD family secretion protein	6.3e-102
32015	KOfam	K01993	HlyD family secretion protein	2.3e-94
35872	KOfam	K01993	HlyD family secretion protein	2.6e-91
37627	KOfam	K01005	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase [EC:2.7.8.-]	3.6e-56
38066	KOfam	K02518	translation initiation factor IF-1	2e-46
36943	KOfam	K02518	translation initiation factor IF-1	3.4e-40
36970	KOfam	K02518	translation initiation factor IF-1	1.1e-37
36403	KOfam	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	2.7e-82
34931	KOfam	K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	4.7e-73
33397	KOfam	K19138	CRISPR-associated protein Csm2	7.9e-33
32447	KOfam	K19138	CRISPR-associated protein Csm2	5.5e-27
35205	KOfam	K20034	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	2e-251
36200	KOfam	K08974	putative membrane protein	4.4e-60
34970	KOfam	K06959	protein Tex	0
38016	KOfam	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	5.8e-56
32723	KOfam	K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	2.7e-45
34138	KOfam	K01089	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	2.8e-176
34673	KOfam	K01937	CTP synthase [EC:6.3.4.2]	1.5e-253
32270	KOfam	K01937	CTP synthase [EC:6.3.4.2]	9.3e-194
32177	KOfam	K01937	CTP synthase [EC:6.3.4.2]	1.1e-141
34053	KOfam	K05589	cell division protein FtsB	2e-43
33335	KOfam	K05589	cell division protein FtsB	5.7e-35
32274	KOfam	K05589	cell division protein FtsB	4.7e-33
32401	KOfam	K05589	cell division protein FtsB	1.2e-30
36575	KOfam	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	3.7e-222
37338	KOfam	K06902	MFS transporter, UMF1 family	8.7e-127
36695	KOfam	K06902	MFS transporter, UMF1 family	7.2e-124
32227	KOfam	K06902	MFS transporter, UMF1 family	1.9e-98
35848	KOfam	K06902	MFS transporter, UMF1 family	3.1e-87
31958	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	1.7e-65
36676	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	6e-59
32883	KOfam	K10806	acyl-CoA thioesterase YciA [EC:3.1.2.-]	5.7e-58
36846	KOfam	K12963	undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnF	1.1e-40
33504	KOfam	K06916	cell division protein ZapE	6.9e-145
35034	KOfam	K04654	hydrogenase expression/formation protein HypD	1.3e-169
37775	KOfam	K07349	minor fimbrial subunit	6.2e-64
34225	KOfam	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	5.4e-115
33005	KOfam	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	1.4e-109
34878	KOfam	K01738	cysteine synthase [EC:2.5.1.47]	1.7e-126
35993	KOfam	K02557	chemotaxis protein MotB	1.5e-66
33407	KOfam	K19611	ferric enterobactin receptor	1.4e-205
33514	KOfam	K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	1.8e-158
35435	KOfam	K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	3.4e-173
36767	KOfam	K03113	translation initiation factor 1	4.4e-18
34806	KOfam	K03113	translation initiation factor 1	5.7e-18
33881	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	2.4e-90
36047	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	3e-86
35634	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	9.4e-74
36370	KOfam	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	3.2e-46
35701	KOfam	K22452	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	1.7e-129
33094	KOfam	K11932	universal stress protein G	3.2e-78
34137	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	5.6e-113
33349	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	8.7e-104
36648	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	5.6e-100
31970	KOfam	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	1.8e-99
35971	KOfam	K02027	multiple sugar transport system substrate-binding protein	1.5e-74
32321	KOfam	K02027	multiple sugar transport system substrate-binding protein	9.9e-65
35412	KOfam	K07639	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	1.3e-151
34866	KOfam	K07639	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	8.9e-147
37901	KOfam	K02033	peptide/nickel transport system permease protein	9.9e-120
36546	KOfam	K02033	peptide/nickel transport system permease protein	9e-115
36175	KOfam	K02033	peptide/nickel transport system permease protein	4.2e-113
35598	KOfam	K02033	peptide/nickel transport system permease protein	2.6e-109
32541	KOfam	K02033	peptide/nickel transport system permease protein	2.7e-106
33970	KOfam	K02033	peptide/nickel transport system permease protein	2.3e-104
37003	KOfam	K02033	peptide/nickel transport system permease protein	3.1e-104
33266	KOfam	K02033	peptide/nickel transport system permease protein	9.6e-101
36571	KOfam	K03305	proton-dependent oligopeptide transporter, POT family	9.5e-120
36284	KOfam	K07177	Lon-like protease	3.2e-99
31967	KOfam	K00793	riboflavin synthase [EC:2.5.1.9]	8.2e-73
36894	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	5.3e-61
35176	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	1.1e-58
35228	KOfam	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	6.3e-47
36334	KOfam	K18692	ATP-dependent RNA helicase CshB [EC:3.6.4.13]	2.4e-136
35194	KOfam	K02806	nitrogen PTS system EIIA component [EC:2.7.1.-]	1.2e-54
34676	KOfam	K09760	DNA recombination protein RmuC	5.6e-90
35325	KOfam	K09774	lipopolysaccharide export system protein LptA	1.1e-33
37319	KOfam	K09774	lipopolysaccharide export system protein LptA	8.8e-18
31996	KOfam	K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	5.8e-186
33111	KOfam	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	3.8e-275
35811	KOfam	K03271	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]	1.9e-77
36866	KOfam	K03503	DNA polymerase V [EC:3.4.21.-]	4.5e-59
36822	KOfam	K11107	ferredoxin	3.5e-37
37550	KOfam	K09748	ribosome maturation factor RimP	5.1e-45
34397	KOfam	K09748	ribosome maturation factor RimP	1.7e-38
31990	KOfam	K09748	ribosome maturation factor RimP	4.2e-28
32579	KOfam	K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	1.1e-24
34344	KOfam	K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	3.4e-19
36594	KOfam	K04085	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	2.1e-14
35336	KOfam	K22042	ArsR family transcriptional regulator, virulence genes transcriptional regulator	1.2e-37
35036	KOfam	K15836	formate hydrogenlyase transcriptional activator	4.6e-228
33123	KOfam	K02386	flagellar basal body P-ring formation protein FlgA	4.9e-59
36003	KOfam	K02386	flagellar basal body P-ring formation protein FlgA	1e-56
32127	KOfam	K03926	periplasmic divalent cation tolerance protein	1.9e-31
32881	KOfam	K06889	uncharacterized protein	3.2e-40
36678	KOfam	K06889	uncharacterized protein	2.4e-39
34314	KOfam	K02437	glycine cleavage system H protein	5.8e-27
33704	KOfam	K12142	hydrogenase-4 component G [EC:1.-.-.-]	0
34034	KOfam	K01658	anthranilate synthase component II [EC:4.1.3.27]	2.4e-77
32100	KOfam	K02345	DNA polymerase III subunit theta [EC:2.7.7.7]	1.6e-36
35759	KOfam	K18453	ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18]	3.3e-68
37187	KOfam	K18453	ADP-ribose/FAD diphosphatase [EC:3.6.1.13 3.6.1.18]	2e-67
36289	KOfam	K11477	glc operon protein GlcG	5.3e-49
36520	KOfam	K11477	glc operon protein GlcG	2.8e-44
32692	KOfam	K07215	heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	4.3e-39
31966	KOfam	K02379	FdhD protein	1.2e-75
32575	KOfam	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	1.5e-122
36282	KOfam	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	5.2e-118
32077	KOfam	K03701	excinuclease ABC subunit A	0
36068	KOfam	K03701	excinuclease ABC subunit A	0
33412	KOfam	K03701	excinuclease ABC subunit A	9.4e-139
32497	KOfam	K03700	recombination protein U	1.3e-76
33543	KOfam	K18446	triphosphatase [EC:3.6.1.25]	5.9e-107
32759	KOfam	K18446	triphosphatase [EC:3.6.1.25]	2.1e-43
32260	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	1.3e-51
36650	KOfam	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	1.6e-37
34104	KOfam	K03072	preprotein translocase subunit SecD	1.5e-150
